Review date,Guest name,Reservation Number,Review title,Positive review,Negative review,Review score,Staff,Cleanliness,Location,Facilities,Comfort,Value for money,Property reply
2022-08-09 23:09:26,robo66,2846051373,Im Gästehaus des Lords.,"Schöne Lage in einem ruhigen Wohngebiet nahe der Ness-Insel. Das Anwesen erinnert an ein altes Herrenhaus, welches kürzlich mit sehr viel Liebe hergerichtet wurde und eine moderne Ausstattung erhalten hat. Der Gastgeber Amjed war überaus zuvorkommend und jederzeit erreichbar.",Etwas teuer. Die Ausstattung mit Küchenutensilien war noch nicht so richtig auf einen Aufenthalt von 5 Personen vorbereitet.,10,10,7.5,10,7.5,10,7.5,"Dear Robo, thanks so much for adding such a wonderful review for us, it is genuinely well received by us all here at Rosedene. It was great to see you and family and we are really glad you enjoyed the stay and area. We would like to apologise for any items in the kitchen that may have been missing or not included as you may have expected. Your reservation was made late in the evening for an immediate arrival. Housekeeping staff were off at that time and we did try our best to check all inventory before you arrived, however there was very little time and we focussed on ensuring your bedding was all set up ready for your arrival and asked that you let us know in the morning if we may have missed anything, also during your stay we followed up to ask if everything was as you expect and you confirmed it was. We note the feedback of being a little expensive but would like to note that we offer what we believe is an unparalleled service along with great facility and the most enviable location. In comparison to the leas expensive accommodation you had originally booked elsewhere, we understand the accommodation you had originally booked elsewhere in Inverness had left you stranded, they were not contactable and you couldn’t access their property. We went out of our way to accommodate you and help you at that time and we always endeavour to ensure complete satisfaction every time. We take on board your valuable feedback and will try harder and look at where we may be able to add any additional kitchen items, although the kitchen was and is fully equipped for 6 guests. Thanks so much again and we are looking forward to welcoming you again and next time hopefully it won’t be in such a last minute situation. Take care from all at Rosedene Highland House.  "
2022-08-10 11:23:37,Luis,3054207685,,,,10,10,10,10,7.5,10,10,
2022-08-10 17:38:15,Prithie,2871151453,Lots of Space!,"Clean room, big bathroom and shower. Kitchenette had all the necessities. Good value for money and enjoyed the space. Nice TV.",Our stay was too short and the weather was not good. Would have liked to walk along the path along the river but did not get a chance to.,8,7.5,7.5,7.5,7.5,7.5,7.5,
2022-08-10 22:06:03,Darren,3775806473,,,,9,10,10,10,10,7.5,7.5,
2022-08-11 12:00:52,David,3585734167,,,,10,10,10,7.5,10,10,10,
2022-08-12 0:54:52,Tzemre A,2329233391,Unique and lovely experience,"We absolutely loved our stay at Rosedene as it offers a completely unique experience than a regular hotel. We stayed only two nights, but I wish I could extend it to two months. The room size is great, it has every facility you can think of from a washing machine to grinder. The TV is huge and has every single app. The host is lovely and tries (and manages) to meet every single need of yours. He takes care of everything and is really friendly. Even after our check-out from the flat, he helped us with couple things that we needed to get around the city. Totally recommend Rosedene and the location is also fantastic and is close to some other attractions like the Ness Islands. It looks far on the map, but it is just a twenty-minute walk and the walk itself is lovely.",,10,10,10,10,10,10,10,
2022-08-13 19:10:55,Venkatesh,3580301718,,,,9,10,10,10,10,10,10,
2022-08-13 23:32:31,Daniela,2152202271,Zentral und komfortabel!,"Die Lage war sehr schön und zentral
Amjid war äußerst zuvorkommend und hilfsbereit.","Unser Flat war im Erdgeschoss zum Parkplatz, daher mussten wir die Vorhänge immer geschlossen halten, damit uns keiner reinschauen kann.",9,10,7.5,10,7.5,7.5,7.5,
2022-08-14 5:04:29,Michael,3412840815,,,,10,10,10,10,7.5,10,10,
2022-08-14 10:18:29,Giovanni,2357751835,,,,10,10,10,10,10,10,7.5,
2022-08-14 11:01:47,Christoph,3975375098,,,,10,10,10,10,10,10,10,
2022-08-14 15:10:59,Hoi Kei Joan,2362779737,Decent short stay location,"Clean, centrally located, helpful host. Comfy bed and averagely comfy sofa bed.",Cheap kitchen essentials supplies. Small room. Quit3 expensive for a very small studio room.,8,7.5,10,10,7.5,7.5,5,"Dear Hoi Kei Joan. thanks for the review. There is nothing cheap about the supplies, we think you are referring to a wine opener which you either broke or found broken by a previous guest. However you were immediately provided with a new one without question. We also checked prior to your arrival if the apartment you booked was suitable for your group, from the reservation request we see that you were on a very tight budget. We are a quality and service led establishment dealing with short stay and long stay guests both leisure and corporate, we could not reduce the rate for you. On arrival you didn’t wish to engage or speak with the manager who offered to help you and provide a personal check-in. You just carried on into your apartment. The manager would have helped you to understand your apartment layout and how to maximise your space as a group, he would have put your cases up onto the luggage store in your apartment giving you even more space, the manager even messaged you after you checked-in to let you know how to maximise space easily and reached out to help you, you never responded. Your studio apartment wasn’t small so that is a confusing remark, the bathroom alone is very large, with a large walk in shower, and the apartment and building is loaded with value and facility which you maybe just didn’t get a chance to appreciate during your short stay and especially as you arrived late. were out early and returned late. At the time of your stay we were completely booked out and had a wait list, in such a high demand situation and being at peak season our rate was exceptionally competitive for such an amazing apartment in an amazing building, with great facilities in an outstanding location. Next time if you are returning please do try and answer our pre check in messages, communicate with management and answer post check in messages so we can help and enhance your experience. Take care from all at Rosedene Highland House. "
2022-08-15 23:05:48,Jack,2422638729,,,,8,7.5,10,7.5,10,7.5,7.5,
2022-08-17 20:33:53,Clara,2103911735,apartamento conveniente e bem equipado ,muito pratico e bem equipado,decoração,8,10,10,7.5,10,10,7.5,
2022-08-17 23:34:05,Francisco Javier,3760675959,,,,8,7.5,7.5,7.5,7.5,7.5,7.5,
2022-08-18 10:55:25,Chad,2599835629,,,,10,10,10,10,10,10,10,
2022-08-18 14:55:23,Vanessa,3696477069,a charming and quiet stay on the loch!,"the host was well informed, interesting, interested and hilarious! The location was stunning and quiet and the sitting room was very stylish and homely! ",the bed was a little soft for my personal liking but I slept quite well. room a little on the smaller side but it had all amenities and was in a Victorian property after all.,8,10,7.5,10,7.5,10,10,
2022-08-19 22:32:14,Dominique,2214950348,,,,5,10,5,7.5,5,5,5,
2022-08-19 23:50:07,Mumtaz,2432722885,,Everything was spot on. Our host Amjed was very welcoming & even arranged flowers & choclates for our anniversary complimentary which was a very nice touch.,,10,10,10,10,10,10,10,
2022-08-20 22:12:21,Mark,3782199985,,,,10,10,10,10,10,10,10,
2022-08-21 12:43:02,Jenkins,3032652149,,,,8,7.5,7.5,7.5,7.5,5,7.5,
2022-08-21 16:23:31,Ingrid,2555618709,,,,8,7.5,7.5,7.5,7.5,7.5,7.5,
2022-08-22 9:06:19,Yaseen,3095569680,,,,10,10,10,10,10,10,10,
2022-08-22 14:09:41,Vikram,2357083789,Excellent location of property with caring & responsive manager ,"location is amazing.
Special  thanks to Amjed- manager. He was absolutely amazing and very helpful and responsive. ",nil,10,10,10,10,10,10,10,
2022-08-23 10:36:54,CAROLINA,3149117464,Simplemente excelente.,"Amjed es una persona encantadora, amable e intenta ayudarte en todo momento. La limpieza y la habitación son excelentes también. En cuanto a la ubicación, aunque el apartamento no es céntrico el paseo es muy agradable. ","Por comentar algo, estaría bien que hubiese en la cocina algún ingrediente básico como aceite y sal. 
",10,10,10,7.5,10,10,10,
2022-08-23 12:36:27,ESPERANZA OTHON SANZ,3597348788,La paz en un lugar de ensueño con las comodidades de la vida moderna.,"La ubicacion y el tamaño de la habitación. El edificio es una preciosidad y el anfitrion encantador, nos dejamos olvidado un ipad y nos llamaron rapidamente para que volvieramos a recogerlo.","Nada, todo estaba perfecto.",9,10,7.5,10,7.5,10,7.5,
2022-08-23 13:50:52,Stan,2688603864,Geweldige accommodatie ,De geweldige man die ons telkens hielp. ,Niks,10,10,10,10,10,10,10,
2022-08-23 23:16:10,Verena,3134463370,,,,8,10,10,7.5,10,10,10,
2022-08-24 15:22:39,Nicoletta,3238346445,without guts nor glory - efficient stay but colourless ,room was big and well equipped,a bit âdullâ ,7,7.5,7.5,5,7.5,7.5,5,"Dear Nicoletta, we have only just come across your comments and have looked back at your stay. It looks like due to your arrival and departure times being in the dark hours and that you didnât stay long you have not been able to fully experience Rosedene. We are full of Heart and Soul here ð¥°and distance ourselves from a guts and glory mentality nothing is contrived at Rosedene we are sorry you couldnât connect with its rich and awesome history and traditional Scottish Victorian architectural style and prominence or see the benefit of the fantastic sympathetic modern re-imagining of this great building. Thank you for staying with us and we genuinely hope to see you return. Take care, from all at Rosedene      "
2022-08-24 17:20:27,Andrea,3868687081,,,,9,10,10,10,10,10,10,
2022-08-24 22:29:30,ksenj,2101222817,,,,8,7.5,7.5,7.5,7.5,7.5,7.5,
2022-08-25 13:03:20,Udugama,3726612641,,"Excellent host/manager (Amjed), who was able to accommodate most requests.

The beds were spacious and very comfortable.

Parking available on site.",,10,10,10,7.5,10,10,10,
2022-08-25 14:42:46,Martine,3726771506,Zeer schoon appartement en verrassend mooie locatie,"Heel vriendelijke host, hij gaf nog leuke tips. Televisies waren top. De stad was leuk om heen te gaan en het park langs het water vonden wij erg leuk! Het appartement is brandschoon.","Wij waren met z'n vijven, daarom moesten twee van onze grote kinderen bij elkaar slapen in een klein 2persoonsbed, dat vonden zij iets te krap..  Maar verder TOP",9,10,10,10,10,7.5,10,
2022-08-25 23:01:46,Dulce,3268364666,Wonderful place; wonderful stay! Highly recommended!,,,10,10,10,10,10,10,10,
2022-08-25 23:13:35,Mary,2216838240,Lovely stay at Rosedene apartment,"The property owner was very approachable and helpful. We stayed at Rosedene in one of the apartments on our wedding weekend. It was a great location and base for the bridal party to get ready in the morning! They were very accommodating when we asked for a late check-out the following day too. 
On arrival they had gone the extra mile with lovely touches like a card and roses and wine! 
We would definitely stay here again and recommend it to others!",,9,10,10,10,10,10,10,
2022-08-26 23:42:02,ANSHUMAN,2747171511,"Beautiful, cozy and comfortable.  ",Amazing property.  all appliances are brand new.  very swanky. ,Amjed is the best.  He is very helpful and amazing. ,10,10,10,10,10,10,10,
2022-08-29 10:53:16,pierre,3892442253,,,,10,10,10,10,10,10,10,
2022-08-29 18:55:11,Megha,2382394323,,The check-in was horrible. Booking.com said we would get a different apartment (marketed as largest and most expensive) however we were assigned a different apartment. The property manager was exceptionally rude and threatened us to cancel the reservation. Booking.com refused to help us. So we didn;t get the apartment we were promised and had a stressful check in.,To get the apartment we paid for!,4,2.5,7.5,7.5,7.5,7.5,5,"Dear Megha, thank you for your kind review. However we don’t know who you are, you have never booked or stayed at Rosedene and we are unable to comment. "
2022-08-29 19:23:10,Darlene,2186523037,Great visit and very nice owner!,"we liked that it had been modernized, that it had 2 
bathrooms, that the king size bedroom was larger
 and comfortable, that we had free parking and 
walk on the river to town was beautiful
","Though I would stay again I would love to see 
some landscaping. The home was recently updated 
so they didn’t get to it yet",9,10,10,10,10,10,7.5,
2022-08-30 11:54:40,,,,,,9,10,10,10,10,10,7.5,
2022-08-30 15:49:34,kevin,2197184829,,,,5,10,7.5,7.5,7.5,10,2.5,
2022-09-02 21:15:25,Kiaran,3569031035,"good functional place, clean, well appointed but not luxury ","staff great and thoughtful, good location by Ness Islands, clean & well presented room","I don’t see this as a luxury apartment - not as luxury as billed - fake tile vinyl wallpaper in bathroom, some chunky concrete ramps for access, big blobs of grey cement to fill holes on red stone building.  slightly overpriced in that sense but clean and good location",8,7.5,7.5,7.5,7.5,7.5,5,
2022-09-07 11:55:59,Stephen,3036285889,Perfect base for our travels,,,8,10,10,10,10,7.5,7.5,
2022-09-08 11:52:59,Kyle,3115242050,Quiet and relaxing,spacious rooms and safe neighborhood. Really enjoyed the stay and would definitely return. Near the river Loch which makes walking leisurely into the downtown area achievable.,nothing,10,10,10,10,10,10,10,
2022-09-08 23:06:52,Kristina,3486764256,Loved every minute.,Very cute room with a washer dryer. Space was perfect and very clean. Hospitality was impeccable and so close to downtown. Right across from the gardens which were great to walk through.,NA,10,10,10,10,10,10,10,
2022-09-10 9:05:06,Elisa,3393298425,appartement très agréable et confortable ,grand appartement très confortable ,certains point de ménages sont à revoir. notamment derrière les porte et sur le côté de la machine à laver ,9,10,10,10,10,7.5,10,
2022-09-11 9:13:13,Kate,3197265959,,,,8,7.5,7.5,7.5,7.5,7.5,7.5,
2022-09-12 23:38:33,Bhanu,3220297824,,,,10,10,10,10,10,10,10,
2022-09-13 23:58:04,Irina,3365454416,,,,9,10,7.5,7.5,10,10,10,
2022-09-15 8:48:38,JOYCE,3338157800,,,,10,10,10,10,10,10,10,
2022-09-15 22:31:37,Dylan,3730790465,,,,8,7.5,10,7.5,7.5,10,5,
2022-09-17 12:33:21,Christopher,2777706346,We stayed for a couple nights towards the end of a driving holiday and had a wonderful rest here!,"Perfect location in Inverness, we had a really comfortable stay.",Nothing,10,10,10,10,10,10,10,
2022-09-17 19:29:41,Jim,3848606327,,,,9,10,10,7.5,10,10,7.5,
2022-09-18 14:59:20,Yuchen,3562565697,,,,10,10,10,10,10,10,10,
2022-09-18 22:37:42,Jimmy Mac,3572442947,,,,8,10,10,10,10,10,10,
2022-09-22 13:09:57,Samantha,2312943084,"A real oasis of calm, comfort and luxury.","fantastic location, exceptional facilities and amazing customer support. Staying in Inverness while my mother was in hospital was a very difficult time. Amjed was so supportive, he and the and fabulous Rosedene House made a very difficult time the most comfortable we could ever hope for. would love to come back and enjoy it for a more pleasurable trip.",there was nothing we didn’t like,10,10,10,10,10,10,10,
2022-09-22 15:14:38,Peled,2961903579,Immaculate machine,Very well equipped room.,Location is not perfect. Especially if don't have a car with you.,8,10,10,7.5,10,10,10,
2022-09-22 15:20:04,Edmund,2105544200,Excellent pad to explore a wonderful town and surroundings.,,On arrival the key safe displayed the unlock code. Anyone can copy the key and rob the guests. This is a common oversight. The key safe code should never be left set to the unlocked code.,10,,10,10,10,10,10,"Dear Edmund, we are taking this opportunity to say thanks for adding this wonderful review for us and for staying at Rosedene and also for taking such good care of the apartment during your stay, we hope to see you again on your next visit. Thank you also for your observation regarding the key safe and without publicly disclosing our security protocols we can assure you that security and safety was not prejudiced in any way. All the very best from all at Rosedene Highland House. "
2022-09-22 22:25:39,gary,3524421647,,"this building has an amazing “feel”!
the house seems to be brought back to life. The history can be felt. the host Amjed is a great host and knows the history of the house well. located next to a river park makes walking to town a relaxing stroll! if you want your expectations exceed then a stay in this magnificent house is a must! 
Gary ",,10,10,10,10,10,10,10,"Dear Gary, thank you so much for adding such a fabulous review for us. We are absolutely delighted that you have enjoyed Rosedene, it was such a pleasure to have you and you were amazing guests. Rosedene really is a very special and distinct property and location with such an amazing history. It has been passionately and lovingly restored and offers an exemplary standard in hospitality. We always aim to surpass guest expectations and it is great to have your wonderful feedback. We look forward to seeing you again on your next visit, you will always be welcome at Rosedene. All the very best from all at Rosedene Highland House.    "
2022-09-25 20:17:04,Susanne,2350807481,,"sehr gute Kommunikation mit Gastgeber. Wunderschönes Appartement, fussläufig zur Innenstadt",,10,10,10,10,10,10,10,"Dear Susanne, we are delighted that you have added such a lovely review, thank you so much. It was such a pleasure to see you both and thanks also for being such respectful and conscientious guests, you will always be welcome at Rosedene and we hope to see you again on your next visit. All the best from all at Rosedene Highland House "
2022-09-25 22:36:59,Paula,2925463806,,,,10,10,10,10,10,10,10,
2022-09-27 9:35:21,Gabriela,3963266495,Schöne Wohnung nah an schönsten Plätzen in Inverness ,"Die Wohnung war groß, sauber, mit allen Geräten/ Küchenutensilien usw. ausgestattet. Über den Weg am Fluss entlang gelangt man schnell in die Stadt. ",Alles war super ,10,10,10,10,10,10,10,"Dear Gabriela, we would like to take this opportunity to say thank you for staying with us and for adding this amazing review. It was an absolute pleasure to have you at Rosedene, you were wonderful guests and we really hope to see you again. All the best from all at Rosedene Highland House "
2022-09-27 23:13:14,Carol,2680165528,nice place for short break,"comfy, convenient location, friendly service",nothing,8,10,10,10,10,10,7.5,"Dear Carol, thank you for adding the lovely review for us which, it is greatly appreciated. We are really pleased that you enjoyed your stay and look forward to welcoming you back again soon. All the best from all at Rosedene Highland House. "
2022-10-03 22:29:44,Spieser,3630982898,,Sehr gute Lagr,,8,10,10,10,7.5,7.5,7.5,"Dear Spieser, thank you for taking the time to add a review for us which is greatly appreciated. It was great to have you all at Rosedene and we are so pleased you enjoyed your stay and our wonderful location. We look forward to seeing you again soon. All the best from all at Rosedene Highland House "
2022-10-14 10:32:34,Kelly,3614236781,,"Great location, clean, spacious and excellent proprietor. ","There were a few fixes, but the proprietor was quick to respond and solved the issues. ",10,10,10,10,10,10,10,"Dear Kelly, thank you for taking the time to leave this wonderful review, it was an absolute pleasure to see you both and we are delighted that you enjoyed your stay at Rosedene. We look forward to seeing you again. All the best from all at Rosedene Highland House "
2022-10-15 15:45:30,Salma,2249047233,,,,10,7.5,7.5,7.5,7.5,7.5,7.5,
2022-10-23 22:27:30,Deepak,2524042965,"Stayed here for our anniversary weekend, bumped into the host as he was doing the final checks on the apartment. Kindly ","- spacious
- well equipped
- comfortable
- friendly host
- 15 min walk to main attractions",,10,10,10,7.5,10,10,7.5,"Dear Deepak, thank you so much for adding a lovely review for us. We are dedicated to offering great accommodation and guest experiences and we are so glad that you enjoyed your stay at Rosedene. You are welcome back anytime and look forward to seeing you again soon. All the best from all at Rosedene Highland House.  "
2023-01-01 17:08:06,Sebastien,3255978680,,,,9,10,10,10,10,10,10,
2023-01-01 22:45:26,,,"very pleasant, would stay again.","very accommodating staff, well
accommodating apartments which were well kept.",wifi cuts off at certain points within rooms but not a big issue.,10,10,10,10,10,10,10,"Thank you for your kind review, it's great to know that you enjoyed your stay so much. We were not notified of any wifi issue during your stay and we had no opportunity to assist you. We have an exceptionally powerful connection and system in place. It may be your device was not logged onto the Rosedene network, on your next visit we will ensure you get properly logged on. Thanks also for taking great care of the Apartments. See you soon and take care from all at Rosedene Highland House. "
2023-01-12 23:02:30,Paul,3984259005,very clean and well equipped,easy entry,nothing,9,5,10,10,10,10,7.5,"Dear Paul, thank you for your review and it was a pleasure to have you. We noticed that you scored us down slightly in the staff category although there were no staff issues. As we are serviced apartments with a self-check in process you may not have seen staff at the time of your check-in and you didn't request the complimentary personal check-in option either where we would have arranged to meet and greet you. Our Teams work tirelessly to deliver the quality and experience you had and hopefully we will see you on your next visit. Take care from all at Rosedene Highland House. "
2023-04-24 13:10:15,Jayne,2926108088,,"Chosen 100% due to location, was literally minutes from the very early start of the Loch Ness Etape. But having stayed, were happy with the studio & would stay again. ",,9,10,10,10,10,10,7.5,"Dear Jayne, it was great to have you at Rosedene and thanks for adding this lovely review. We would like to thank you for taking such great care of the Apartment and hope to see you again soon. You will always be welcome at Rosedene. Take Care "
2023-04-24 17:55:40,Craig,2389221080,Looking for self catering in Inverness. You've just found it!,"The apartment was super clean and had WAY more facilities than we had imagined! Everything is well thought out and well laid out. The room is simple but modern and definitely exceeded our expectations. The host couldn't have been more helpful, we received the entry instructions in plenty time and the communication was really polite and friendly. We'll definitely stay again.",,10,10,10,10,10,10,10,"Dear Craig, we are just now getting an opportunity to reply to your wonderful review. We are genuinely pleased that you have enjoyed your stay so much and would love to have you return soon. Our Teams put in a huge effort before check-in to ensure everything is personally prepared for your arrival and its so good of you to recognise that and especially to add it on this review. You were absolutely wonderful guests and took such great care of the apartment, we can't thank you enough!. We hope to see you on your next visit. All the best from Rosedene Highland House.  "
2023-04-24 22:45:36,Martin,3718802574,,"Clean, fresh, well decorated and spacious.",Nothing.,10,10,10,10,10,10,10,"Dear Martin, we are just now getting an opportunity to reply to your review and we are absolutely delighted that you enjoyed your stay at Rosedene, it was a complete pleasure and we really hope to have you return soon. With best wishes from the team at Rosedene. "
2023-05-08 22:01:34,JOSE LUIS,3631768147,volveremos ,"LocalizaciÃ³n, calidad del apartamento y atenciÃ³n del personal ",,10,10,10,10,10,10,10,"Dear Jose, thanks for your kind feedback and for adding this lovely review. You are excellent Guests and always welcome at Rosedene. Take care and see you next time! From all at Rosedene.  "
2023-05-16 8:49:03,Beccie,3482328073,,,,10,0,10,7.5,7.5,10,7.5,
2023-05-21 22:35:08,Niketa,3098489760,,It's a beautiful comfortable and luxurious place to stay.The location is also very good.The owner has taken lot of efforts in making such a wonderful place. He was very prompt and helpful. ,,10,0,10,7.5,7.5,10,10,"Dear Niketa, we are really glad that you enjoyed your stay and appreciate the high standards at Rosedene. It was a pleasure to have you and we hope to see you back soon. Take care from all at Rosedene "
2023-05-22 0:07:37,Monica,3514355396,"Utrolig god service og tilgjengelighet hos utleier, virkelig i særklasse. Sengene var supergode!","Rolig strøk, med kort vei til byen, eller turområder.","Vi hadde litt utfordringer med uro fra andre gjester, dette ble dog glimrende håndtert av utleier.",10,10,10,10,10,10,10,"Dear Monica, it was a pleasure to have you both at Rosedene and together with all our teams here we work hard to deliver a great stay experience. We are really grateful for your wonderful feedback and hope to see you back again soon. Take Care from all at Rosedene Highland House  "
2023-05-27 9:31:42,Jeffrey,2469531633,,,Only app TV. ,9,0,10,7.5,7.5,10,7.5,"Dear Jeffrey, thank you for adding your kind review, it means a lot to us and we are especially pleased that you loved our beds, they are bespoke made for Rosedene and guests are loving them. If you had got in touch we would have easily helped you with free tv. We are very responsive to guest needs and requests and connected with you via chat for instant communications, it would have been no bother for us to help you. You will always be welcome at Rosedene and we look forward seeing you next time. All the best from all at Rosedene Highland House. "
2023-05-28 22:43:14,Laura,2780842983,Best place ever!!! 100 Stars ,"10/10 Incredible property, stay and amenities! The location is gorgeous,  peaceful and a short scenec walk into town. Everything about the apartment was so carefully thought out and beautifully designed. Our entire family was impressed. Also our host was absolutely the kindest most helpful, lovely person. He went out of his way multiple times to assist us even going as far as to upgrade our rooms as we ended up extending our stay 2 additional nights. Highly recommend Rosendene House!",N/A,10,10,10,10,10,10,10,"Thanks again Laura, not only did you add a lovely review on your first reservation, you have been so kind as to add one for your second reservation also. Thank you so much! we are honoured at Rosedene to have such esteemed Guests stay with us. You have a home from home here and are welcome back anytime! "
2023-05-28 22:44:25,Laura,3041965806,Best Ever! 100 Stars,"10/10 Incredible property, stay and amenities! The location is gorgeous,  peaceful and a short scenec walk into town. Everything about the apartment was so carefully thought out and beautifully designed. Our entire family was impressed. Also our host was absolutely the kindest most helpful, lovely person. He went out of his way multiple times to assist us even going as far as to upgrade our rooms as we ended up extending our stay 2 additional nights. Highly recommend Rosendene House!",N/A,10,10,10,10,10,10,10,"Dear Laura and family, we just wanted to take this opportunity to express our sincere appreciation of your incredible and heartfelt review. We always do our utmost for our Guests and help out to ensure a great stay and experience. It's very rewarding to have received your fantastic feedback and all our teams here are delighted. It was a genuine honour to have you stay at Rosedene and we look forward to seeing you return soon. Take care from all the Team at Rosedene Highland House. "
2023-05-30 18:56:04,Angela,3151355118,,,,8,10,10,10,10,10,7.5,
2023-06-04 22:24:22,Nahshon,3898901989,"נקי, מסודר, מאוד נוח ובמרחק הליכה ממרכז העיר",,,9,10,10,10,10,10,7.5,
2023-06-08 23:11:48,Iuri Anderson,2749637645,SURPREENDENTE ,"Tudo, perfeito!
Hospitalidade e carisma do proprietário
o conforto e a preocupação com o hospede em sentir-se confortável.
Muito muito bom !
Recomendo!","Surpreendentemente não tenho o que falar, NO MEU PONTO DE VISTA não há o que reclamar. Bem localizado, limpo, moderno, cama sensacional, cozinha, banheiro com máquina lava-seca...não há o que reclamar!",10,10,10,10,10,10,10,
2023-06-10 9:26:10,Victoria,2999942768,,,,8,0,7.5,7.5,7.5,10,7.5,
2023-06-16 10:32:53,Melissa,2313697490,,,,9,10,10,10,10,10,10,
2023-06-16 13:39:21,Frank,2177539878,,,,8,10,7.5,7.5,7.5,7.5,7.5,
2023-06-18 13:28:31,Karen,3933041963,"Great place nice walk to ciry centre and water sude restaurants,",conformable and spacious,need tea towel in kitchen  for basic dry up. clothes drying rack broken hard to hang up clothes.,9,7.5,10,7.5,10,10,7.5,"Dear Karen, thanks for your kind review it is greatly appreciated! It was a pleasure to have you at Rosedene. We always supply a dish towel and kitchen roll to the Apartments. We are sorry if those were missed in yours but we would have happily and instantly supplied them and also helped you with the clothes rack if only you had just made contact, we were on site 24hrs, you also bumped into housekeepers while in and out but didnât make any request to them either. We love to help our guests and would have happily helped you. You were great guests and took excellent care of the Apartment, we hope to see you again next time! Take care from all at Rosedene ðð"
2023-06-22 15:43:52,Stuart,2280281349,,,,10,10,10,10,10,10,10,
2023-06-30 4:09:53,Deepak,2780750380,,"Super clean and modern apartment.  
Beautiful walk to downtown by the loch. 
Just amazing stay and amazing hospitality by Amjad.  ",,10,10,10,10,10,10,10,
2023-07-01 21:01:24,Elan,2877444790,Beautiful apartment just a walk away from everything else! The host was impolite at the end.,"1. Loved how strategically located it is. Calm neighborhood and just a 20 minute walk from city center. Having the river walk just across the street was an absolute treat! 
2. Great facilities. Fridge, heater, microwave, kettle, tea and coffee, hairdryer, iron, and much more was provided that we didn’t even need to use. 
3. Mr.Amjad was friendly and quite helpful! He gave us a list of recommended things to do and see in Inverness. It was convenient that he was just a WhatsApp message away if we needed anything.","1. We asked for early check in between 12:00-13:00, and arrived an hour earlier than we had told them due to our trip not having delays. Unfortunately it seemed like they didn’t have a lobby or any area for us to sit. We were asked to leave our luggage and come back later which was quite inconvenient especially just spending 15 hours at the airport and being totally exhausted. They should have a seating area for this sort of thing instead of sending their guests out in the cold to come back at check in time. We met an Australian couple a few days into our stay who also seemed to have the same issue as they were waiting for the host to come and let them in. I’ve attached photos of the early check in confirmation and the host telling us to come back since he is so insistant on calling me a liar.
2. I initially rated the host as very friendly but after leaving an excellent review of a 9/10 on booking, he sent me a message on WhatsApp and called me a liar and denied leaving us outside. He was very rude in his response. The stay was excellent but the host cannot take feedback and left a poor taste in my mouth after this bad final interaction. I wonder how many other  people were contacted and called liars after leaving a review of less than 10/10 with factual constructive criticism. 
3. The emperor bed that was provided was not an intrinsically large bed but rather 2 beds stuck together. It wasn’t comfortable having a crack running through my back all night so I had to use it like a smaller bed by sleeping on the sides to be more comfortable which defeats the whole purpose of a larger bed.",7,5,7.5,10,10,10,10,"Dear Ella, it is wonderful to have such great positive feedback. However not all your feedback is an accurate account of the your particular circumstances. During your stay you had also upset other guests unnecessarily. Our Check-in time is 4pm. We extended you the courtesy of an early check-in (between 12pm to 1pm) at your request, this was offered complimentary. You were checked into your apartment by 1pm. We helped you with your luggage, it was taken into the front hall and then immediately transferred into your apartment and safely stored. You arrived just after 11am, and after some messaging we came and met you and offered you to wait at Rosedene. You were provided WiFi pass codes and were offered to wait in our seating area inside or the sheltered seating area in the garden. You decided to go for a walk, we took time to help you navigate the area. Your arrival day happened to be in the midst of a heat wave and we experienced one of the warmest days we have had recently in the area. Therefore certain aspects of your comments are not reflective of your actual experience or our services provided to you on arrival and throughout your stay. Your comments don’t take into consideration your specific reservation arrangements or your requested bedding arrangements. Nobody at Rosedene was ever impolite, all we have ever done was to go out of our way to help you from check-in to check-out. We thank you for staying at Rosedene and for the exceptional care you took of the Apartment, we wish you the very best and safe onward travels 😎

For the avoidance of doubt for anyone reading Ella’s comments, the following was our communications with Ella following her initial review which she has since changed.  

“Thanks for adding your review, all feedback is important to us whether negative or positive to help us improve and also it helps other guests make their reservation decisions. However being factual in reviews is important, your negative comments don’t appear factual and we are sorry that you felt you had to make such comments. You are aware our Check-in time is 4pm. We extended a courtesy of between 12pm to 1pm complimentary to help you. You were checked in by 1pm! You arrived at 11.15am, you had made no advanced communication that you needed to store luggage. You were offered to wait, provided WiFi codes and told about our seating area upstairs and the garden seating area, you decided to leave and come back and were guided on the best place to visit. Your arrival day happened to be one of the warmest days we have had recently. Your luggage was taken in and safely placed into your apartment immediatley. Other guests were not impressed with your interaction with them. Your negative comments are isolated and not reflective of our property or apartments and doesn’t take into consideration your specific reservation arrangements. We will add our full comments in reply to your review and note the inaccuracy to Booking meantime thank you  for staying at Rosedene and taking exceptional care of the Apartment and I wish you all the very best and safe onward travels 😎”

 "
2023-07-03 2:21:03,Fernando Javier,2395813988,,,,9,10,10,7.5,10,10,10,
